id,Cursor,Amp,Width,ErrorRate,aligned(ErrorRate) for Cursor,aligned(ErrorRate) for Amp,aligned(ErrorRate) for Cursor*Amp,aligned(ErrorRate) for Width,aligned(ErrorRate) for Cursor*Width,aligned(ErrorRate) for Amp*Width,aligned(ErrorRate) for Cursor*Amp*Width,ART(ErrorRate) for Cursor,ART(ErrorRate) for Amp,ART(ErrorRate) for Cursor*Amp,ART(ErrorRate) for Width,ART(ErrorRate) for Cursor*Width,ART(ErrorRate) for Amp*Width,ART(ErrorRate) for Cursor*Amp*Width
15,2,2,2,0.5,0.3793316343358728554563492064,0.3943768477184968663690476191,0.3797976442030280451388888889,0.3811505539115003747023809525,0.3864391549740031106150793650,0.3852924030227352630952380952,0.3796064829449070968253968255,1006,1003,1006,1002,1006,1004,1006
15,2,2,3,0.105263157894737,0.0311277913951879590277777778,0.0461730047778119699404761905,0.0315938012623431487103174603,-0.0127649563715600657738095238,0.0418461697535992927579365080,0.0229716194461468857142857143,0.0410873910976420432539682539,710,737,712,555,733,669,739
15,2,3,1,0.555555555555556,0.3683089796599678697420634921,0.4055754781183937404761904763,0.3690055141225580888888888888,0.4227011880514897982142857143,0.3628014608638277037698412699,0.3880394729738912574404761904,0.3589822548205412393849206350,1003,1005,1004,1006,1003,1006,1004
15,2,3,2,0.166666666666667,0.0155158448621889697420634921,0.0527823433206148404761904763,0.0162123793247791888888888888,0.0173347644378164889880952382,0.0226233655003192249007936507,0.0227031944617501622023809523,0.0225947590276384227182539684,635,774,639,662,660,667,668
15,2,3,3,0.157894736842105,0.0631442602634366375992063492,0.1004107587218625083333333334,0.0638407947260268567460317459,0.0192515124966886127976190476,0.0738626386218479713293650794,0.0485447975503534803571428571,0.0777104511378152378968253968,775,865,792,663,815,761,816
15,3,1,1,0.0500000000000001,-0.0326374393559819548611111111,-0.0674077290508072568452380952,-0.0287923299201494010912698414,0.0269778109813631303571428571,-0.0378602048745927918650793651,-0.0493402939862608514880952382,-0.0154212831592170834325396825,413,245,442,683,421,337,502
15,3,1,2,0.1,0.0495994027492810951388888889,0.0148291130544557931547619048,0.0534445121851136489087301586,0.0566413642707317711309523810,0.0627322331214414042658730157,0.0539927066090820747023809522,0.0477002512758262034722222224,751.5,645.5,768.5,763.5,779.5,772.5,753.5
15,3,1,3,0.0555555555555556,-0.0065513909015125084325396825,-0.0413216805963378104166666666,-0.0027062814656799546626984128,-0.0452210967224373764880952381,0.0135260502828089125992063492,0.0337456659068363017857142857,0.0061191104130484049603174603,542.5,411.5,564.5,391.5,635.5,704.5,612.5
15,3,2,1,0.25,0.0775547076782702379960317461,0.0978229630067174056547619048,0.0896932130543502375992063492,0.1371699580156153232142857143,0.0723319421596594009920634921,0.0972915330866734833333333334,0.0848070958385807591269841269,820.5,860.5,852.5,912.5,811.5,862.5,850.5
15,3,2,2,0.3,0.1654828613958976272817460318,0.1857511167243447949404761905,0.1776213667719776268849206349,0.1725248229173483032738095239,0.1786156917680579364087301586,0.1766666720285831916666666666,0.1775778035394217031746031747,947,948,955,935,959,953,955
15,3,2,3,0.25,0.1718216249715033201388888889,0.1920898802999504877976190476,0.1839601303475833197420634920,0.1331519191505784520833333333,0.1918990661558247411706349206,0.1688884949682854035714285714,0.1804618007055396162698412698,950,952,959,908,965,949,958
15,3,3,1,0.3,0.1039847533807617594246031747,0.1464742937850107869047619049,0.1159886446067200992063492063,0.1636000037181068446428571429,0.0987619878621509224206349207,0.1289382886405083038690476190,0.1075037150615572600198412699,881,922,892,933,873,911,882
15,3,3,2,0.25,0.0864728363332410094246031747,0.1289623767374900369047619049,0.0984767275591993492063492063,0.0935147978546916854166666668,0.0996056667054013185515873015,0.0988832278786253586309523809,0.1042645517010427183531746033,845,898,861,848,875,867,875
15,3,3,3,0.15,0.0581415915546278165674603175,0.1006311319588768440476190477,0.0701454827805861563492063491,0.0194718857337029485119047619,0.0782190327389492375992063492,0.0487651707873678160714285714,0.0648184205439015001984126984,769,867,801,665,823,763,786
15,4,1,1,0.25,0.1466040671881560403769841271,0.1143487454688250467261904763,0.1755814517562637453373015872,0.2087342855009954339285714286,0.1534188506072489628968253968,0.1324161805333714520833333333,0.1549537966972868308531746033,930,886,953,959,935,912,941
15,4,1,2,0.2,0.1195050696944217368055555556,0.0872497479750907431547619048,0.1484824542625294417658730157,0.1290619991913667211309523810,0.1291512422455589102182539681,0.1264133415297170247023809522,0.1335995378910571129960317462,894.5,829.5,931.5,901.5,908.5,899.5,915.5
15,4,1,3,0.222222222222222,0.1431161808055326260912698414,0.1108608590862016324404761906,0.1720935653736403310515873015,0.1069614429601020663690476191,0.1621876347996563483134920635,0.1859282055893757446428571429,0.1562043930641202775793650794,926,883,952,869,945,965,943
15,4,2,1,0.2,0.0243609594187325046626984128,0.0471441827226739806547619048,0.0309238939231890197420634920,0.0864911777315718982142857143,0.0311757428378254271825396825,0.0466127528026300583333333334,0.0358900216989834091269841270,667,744,709,829,691,756,731
15,4,2,2,0.2,0.0789453370294258903769841271,0.1017285603333673663690476191,0.0855082715338824054563492063,0.0885022665263708747023809525,0.0885915095805630637896825396,0.0926441156376057630952380952,0.0941849361585512484126984128,826.5,869.5,838.5,835.5,851.5,854.5,862.5
15,4,2,3,0.111111111111111,0.0469356252499771689484126985,0.0697188485539186449404761905,0.0534985597544336840277777777,0.0107808874045466092261904762,0.0660070792441008911706349206,0.0465174632222535607142857143,0.0556993738049547246031746032,741.5,813.5,771.5,641.5,785.5,750.5,776.5
15,4,3,1,0.4,0.1993692522095330439484126985,0.244373760589276379761904762,0.1993613431013226420634920634,0.261499470522372437500000000,0.2061840356286259664682539682,0.2268377554447738967261904761,0.2150228703845051671626984128,967,981,968,982,974,982,977
15,4,3,2,0.117647058823529,-0.0112433700323465631944444444,0.0337611383473967726190476191,-0.0112512791405569650793650795,-0.0016864405354015788690476190,-0.0015971974812093897817460319,0.0036819894885320943452380951,-0.0050450273937534792658730158,530,683,537,593,573,596,568
15,4,3,3,0.0526315789473685,-0.0256677582086692453373015872,0.0193367501710740904761904763,-0.0256756673168796472222222223,-0.0618224960540998050595238095,-0.0065963042145455231150793651,-0.0325292110004349375000000000,-0.0119873090578806343253968254,451,662,458,323,560,407,548
16,1,1,1,0,-0.0854348536467436838293650793,-0.1548137440884013282738095237,-0.1294131835213399566468253969,-0.0604282040562309410714285714,-0.0815193527510856033730158730,-0.1367463090238549229166666667,-0.1305619125035543016865079364,135,12,54,335,157,40,58
16,1,1,2,0.0500000000000001,0.0018771764284443625992063492,-0.0675017140132132818452380952,-0.0421011534461519102182539684,-0.0256894627969373038690476190,-0.0280093471329833750992063493,-0.0283381204585870002976190478,-0.0152827577206538504960317459,582,237,398,477,457,449,510
