id,Cursor,Amp,Width,ErrorRate,aligned(ErrorRate) for Cursor,aligned(ErrorRate) for Amp,aligned(ErrorRate) for Cursor*Amp,aligned(ErrorRate) for Width,aligned(ErrorRate) for Cursor*Width,aligned(ErrorRate) for Amp*Width,aligned(ErrorRate) for Cursor*Amp*Width,ART(ErrorRate) for Cursor,ART(ErrorRate) for Amp,ART(ErrorRate) for Cursor*Amp,ART(ErrorRate) for Width,ART(ErrorRate) for Cursor*Width,ART(ErrorRate) for Amp*Width,ART(ErrorRate) for Cursor*Amp*Width
16,3,3,1,0.294117647058823,0.0981024004395847594246031747,0.1405919408438337869047619049,0.1101062916655430992063492063,0.1577176507769298446428571429,0.0928796349209739224206349207,0.1230559356993313038690476190,0.1016213621203802600198412699,858,909,889,928,866,895,873
16,3,3,2,0.0526315789473685,-0.1108955847193904905753968253,-0.0684060443151414630952380951,-0.0988916934934321507936507937,-0.1038536231979398145833333332,-0.0977627543472301814484126985,-0.0984851931740061413690476191,-0.0931038693515887816468253967,79,232,96,125,107,134,120
16,3,3,3,0,-0.0918584084453721834325396825,-0.0493688680411231559523809523,-0.0798545172194138436507936509,-0.1305281142662970514880952381,-0.0717809672610507624007936508,-0.1012348292126321839285714286,-0.0851815794560984998015873016,121,367,145,39,204,117,142
16,4,1,1,0.0555555555555556,-0.0478403772562883596230158729,-0.0800956989756193532738095237,-0.0188629926881806546626984128,0.0142898410565510339285714286,-0.0410255938371954371031746032,-0.0620282639110729479166666667,-0.0394906477471575691468253967,372,228,490,652,403,290,397
16,4,1,2,0,-0.0804949303055782631944444444,-0.1127502520249092568452380952,-0.0515175457374705582341269843,-0.0709380008086332788690476190,-0.0708487577544410897817460319,-0.0735866584702829752976190478,-0.0664004621089428870039682538,168,90,328,255,228,217,236
16,4,1,3,0.1,0.0208939585833106260912698414,-0.0113613631360203675595238094,0.0498713431514183310515873015,-0.0152607792621199336309523809,0.0399654125774343483134920635,0.0637059833671537446428571429,0.0339821708418982775793650794,648,520,763,542,724,782,702
16,4,2,1,0.0555555555555556,-0.1200834850257118953373015872,-0.0973002617217704193452380952,-0.1135205505212553802579365080,-0.0579532667128725017857142857,-0.1132687016066189728174603175,-0.0978316916418143416666666666,-0.1085544227454609908730158730,70,147,81,343,73,135,82
16,4,2,2,0.105263157894737,-0.0157915050758371096230158729,0.0069917182281043663690476191,-0.0092285705713805945436507937,-0.0062345755788921252976190475,-0.0061453325246999362103174604,-0.0020927264676572369047619048,-0.0005519059467117515873015872,513,610,545,574,562,571,589
16,4,2,3,0.0500000000000001,-0.0141754858611337310515873015,0.0086077374428077449404761905,-0.0076125513566772159722222223,-0.0503302237065642907738095238,0.0048959681329899911706349206,-0.0145936478888573392857142857,-0.0054117373061561753968253968,519,617,556,380,587,535,564
16,4,3,1,0.117647058823529,-0.0829836889669379560515873015,-0.037979180587194620238095238,-0.0829915980751483579365079366,-0.020853470654098562500000000,-0.0761689055478450335317460318,-0.0555151857316971032738095239,-0.0673300707919658328373015872,151.5,443.5,139.5,507.5,179.5,311.5,228.5
16,4,3,2,0,-0.1288904288558755631944444444,-0.0838859204761322273809523809,-0.1288983379640859650793650795,-0.1193334993589305788690476190,-0.1192442563047383897817460319,-0.1139650693349969056547619049,-0.1226920862172824792658730158,49,223,60,54,59,82,65
16,4,3,3,0,-0.0782993371560377453373015872,-0.0332948287762944095238095237,-0.0783072462642481472222222223,-0.1144540750014683050595238095,-0.0592278831619140231150793651,-0.0851607899478034375000000000,-0.0646188880052491343253968254,197.5,470.5,175.5,104.5,309.5,158.5,275.5
17,1,1,1,0.1,0.0145651463532563161706349207,-0.0548137440884013282738095237,-0.0294131835213399566468253969,0.0395717959437690589285714286,0.0184806472489143966269841270,-0.0367463090238549229166666667,-0.0305619125035543016865079364,630,332,433,733,647,384,435
17,1,1,2,0.105263157894737,0.0571403343231812625992063492,-0.0122385561184763818452380952,0.0131620044485849897817460316,0.0295736950977995961309523810,0.0272538107617535249007936507,0.0269250374361498997023809522,0.0399804001740830495039682541,767,518,631,694,665,682,738
17,1,1,3,0,-0.0219427901546801945436507936,-0.0913216805963378389880952380,-0.0659211200292764673611111112,-0.0952210967224374050595238095,-0.0718100636915366715277777778,-0.0162543340931637267857142857,-0.0354940933513974978174603174,490,173,248,169,193,510,417
17,1,2,1,0.2,-0.0259856353629389588293650793,-0.0403259807813241336309523809,-0.0451530851106306631944444444,-0.0009789857724262160714285714,-0.0220701344672808783730158730,-0.0408574107013680559523809523,-0.0468510176924134817460317461,448,433,378,595,472,380,362
17,1,2,2,0.1,-0.0243132997620318981150793650,-0.0386536451804170729166666666,-0.0434807495097236024801587301,-0.0518799389874135645833333332,-0.0541998233234596358134920635,-0.0477380898761786761904761905,-0.0519226896437155734126984127,457.5,438.5,389.5,362.5,328.5,349.5,343.5
17,1,2,3,0.0500000000000001,0.0052501923014602268849206350,-0.0090901531169249479166666666,-0.0139172574462314774801587301,-0.0680281142662969836309523809,-0.0446170812353962500992063492,-0.0322915384485900321428571428,-0.0221133316900077091269841270,600,528,521,281,371,414,462
17,1,3,1,0.125,-0.1459180907705711945436507936,-0.1380371511131545095238095237,-0.1586106073509093515873015874,-0.1209114411800584517857142857,-0.1420025898749131140873015873,-0.1555731562576569925595238096,-0.1557639457869121879960317459,38,43,26,50,41,16,26
17,1,3,2,0.0500000000000001,-0.1007765166277254195436507936,-0.0928955769703087345238095237,-0.1134690332080635765873015874,-0.1283431558531070860119047618,-0.1306630401891531572420634921,-0.1229747258291734127976190477,-0.1318454887995696653769841269,97,165,83,45,48,59,52
17,1,3,3,0,-0.0594427901546802374007936508,-0.0515618504972635523809523809,-0.0721353067350183944444444446,-0.1327210967224374479166666667,-0.1093100636915367143849206350,-0.1034278116687725803571428572,-0.0943662591691211323412698412,307.5,349.5,212.5,29.5,91.5,104.5,111.5
17,2,1,1,0,-0.1076775553048957409722222222,-0.1476708869455441997023809523,-0.0965217194342397268849206350,-0.053285346913373812500000000,-0.1131850741010359069444444444,-0.1296034518809977943452380953,-0.0881163821539807850198412698,84,33,102,354,77,50,132
17,2,1,2,0.1,0.0257810913116455983134920635,-0.0142122403290028604166666666,0.0369369271823016124007936507,0.0276000108872731175595238096,0.0328886119497758534722222221,0.0249513532256234211309523808,0.0307457087375633268849206351,677,506,734,688,696,671,689
17,2,1,3,0,-0.0508498242124587766865079365,-0.0908431558531072354166666666,-0.0396939883418027625992063493,-0.0947425719792068014880952381,-0.0401314458540474429563492063,-0.0157758093499331232142857143,-0.0630572345888900382936507937,340,185,409,181,409,522,297
17,2,2,1,0.125,-0.0459887131013476695436507936,-0.0309434997187236586309523809,-0.0455227032341924798611111111,0.0084034952901742589285714286,-0.0514962318974878355158730158,-0.0314749296387675809523809523,-0.0439047812124345722222222223,376,477,376,626,335,427,391
17,2,2,2,0.0500000000000001,-0.0706683656641270445436507936,-0.0556231522815030336309523809,-0.0702023557969718548611111111,-0.0688494460884995252976190475,-0.0635608450259967893849206350,-0.0647075969772646369047619048,-0.0703935170550928031746031745,258.5,327.5,225.5,272.5,265.5,266.5,197.5
17,2,2,3,0.0500000000000001,-0.0241353664995489409722222222,-0.0090901531169249300595238095,-0.0236693566323937512896825397,-0.0680281142662969657738095238,-0.0134169881411376072420634920,-0.0322915384485900142857142857,-0.0141757667970948567460317461,472.5,536.5,471.5,289.5,516.5,422.5,530.5
17,2,3,1,0.333333333333333,0.1460867574377448697420634921,0.1833532558961707404761904763,0.1467832919003350888888888888,0.2004789658292667982142857143,0.1405792386416047037698412699,0.1658172507516682574404761904,0.1367600325983182393849206350,928.5,946.5,926.5,953.5,928.5,945.5,926.5
17,2,3,2,0.0555555555555556,-0.0955952662489224302579365079,-0.0583287677904965595238095237,-0.0948987317863322111111111112,-0.0937763466732949110119047618,-0.0884877456107921750992063493,-0.0884079166493612377976190477,-0.0885163520834729772817460316,108,299,113,187,138,151,128
17,2,3,3,0.0500000000000001,-0.0447504765786682624007936508,-0.0074839781202423916666666666,-0.0440539421160780432539682541,-0.0886432243454162872023809524,-0.0340320982202569286706349206,-0.0593499392917514196428571429,-0.0301842857042896621031746032,380.5,550.5,382.5,192.5,442.5,296.5,439.5
17,3,1,1,0.1,0.0173625606440179451388888889,-0.0174077290508073568452380952,0.0212076700798504989087301586,0.0769778109813630303571428571,0.0121397951254071081349206349,0.0006597060137390485119047618,0.0345787168407828165674603175,640,496,668,802,622,585,706
17,3,1,2,0.0500000000000001,-0.0004005972507188048611111111,-0.0351708869455441068452380952,0.0034445121851137489087301586,0.0066413642707318711309523810,0.0127322331214415042658730157,0.0039927066090821747023809522,-0.0022997487241736965277777776,571.5,453.5,582.5,620.5,629.5,601.5,575.5
17,3,1,3,0,-0.0621069464570681084325396825,-0.0968772361518934104166666666,-0.0582618370212355546626984128,-0.1007766522779929764880952381,-0.0420295052727466874007936508,-0.0218098896487192982142857143,-0.0494364451425071950396825397,294,155,295,139,396,485,354
17,3,2,1,0.166666666666667,-0.0057786256550627620039682539,0.0144896296733844056547619048,0.0063598797210172375992063492,0.0538366246822823232142857143,-0.0110013911736735990079365079,0.0139581997533404833333333334,0.0014737625052477591269841269,544,643,601,756,533,632,596
17,3,2,2,0.2,0.0654828613958976272817460318,0.0857511167243447949404761905,0.0776213667719776268849206349,0.0725248229173483032738095239,0.0786156917680579364087301586,0.0766666720285831916666666666,0.0775778035394217031746031747,786.5,819.5,819.5,791.5,825.5,820.5,814.5
17,3,2,3,0,-0.0781783750284966798611111111,-0.0579101197000495122023809524,-0.0660398696524166802579365080,-0.1168480808494215479166666667,-0.0581009338441752588293650794,-0.0811115050317145964285714286,-0.0695381992944603837301587302,205,304,237,82,318,182,208
17,3,3,1,0.0588235294117647,-0.1371917172074735405753968253,-0.0947021768032245130952380951,-0.1251878259815152007936507937,-0.0775764668701284553571428571,-0.1424144827260843775793650793,-0.1122381819477269961309523810,-0.1336727555266780399801587301,42,162,63,216,39,85,49
17,3,3,2,0.1,-0.0635271636667589905753968253,-0.0210376232625099630952380951,-0.0515232724408006507936507937,-0.0564852021453083145833333332,-0.0503943332945986814484126985,-0.0511167721213746413690476191,-0.0457354482989572816468253967,284.5,484.5,318.5,347.5,341.5,330.5,372.5
17,3,3,3,0.1,0.0081415915546278165674603175,0.0506311319588768440476190477,0.0201454827805861563492063491,-0.0305281142662970514880952381,0.0282190327389492375992063492,-0.0012348292126321839285714286,0.0148184205439015001984126984,617,761,650,459,676,576,641
17,4,1,1,0.0526315789473685,-0.0507643538644754596230158729,-0.0830196755838064532738095237,-0.0217869692963677546626984128,0.0113658644483639339285714286,-0.0439495704453825371031746032,-0.0649522405192600479166666667,-0.0424146243553446691468253967,350,226,484,646,381,263,395
17,4,1,2,0.0500000000000001,-0.0304949303055781631944444444,-0.0627502520249091568452380952,-0.0015175457374704582341269843,-0.0209380008086331788690476190,-0.0208487577544409897817460319,-0.0235866584702828752976190478,-0.0164004621089427870039682538,419.5,275.5,570.5,504.5,490.5,465.5,493.5
17,4,1,3,0.0500000000000001,-0.0291060414166892739087301586,-0.0613613631360202675595238094,-0.0001286568485815689484126985,-0.0652607792621198336309523809,-0.0100345874225655516865079365,0.0137059833671538446428571429,-0.0160178291581016224206349206,426,280,576,305,535,627,497
17,4,2,1,0.105263157894737,-0.0703758826865304953373015872,-0.0475926593825890193452380952,-0.0638129481820739802579365080,-0.0082456643736911017857142857,-0.0635610992674375728174603175,-0.0481240893026329416666666666,-0.0588468204062795908730158730,262.5,385.5,270.5,568.5,261.5,342.5,305.5
17,4,2,2,0.15,0.0289453370294258903769841271,0.0517285603333673663690476191,0.0355082715338824054563492063,0.0385022665263708747023809525,0.0385915095805630637896825396,0.0426441156376057630952380952,0.0441849361585512484126984128,699,768,725,729,718,742,743
17,4,2,3,0,-0.0641754858611338310515873015,-0.0413922625571923550595238095,-0.0576125513566773159722222223,-0.1003302237065643907738095238,-0.0451040318670101088293650794,-0.0645936478888574392857142857,-0.0554117373061562753968253968,276,405,309,151,360,275,318
17,4,3,1,0.125,-0.0756307477904669560515873015,-0.030626239410723620238095238,-0.0756386568986773579365079366,-0.013500529477627562500000000,-0.0688159643713740335317460318,-0.0481622445552261032738095239,-0.0599771296154948328373015872,219,478,181,550,246,341,303
17,4,3,2,0.0526315789473685,-0.0762588499085070631944444444,-0.0312543415287637273809523809,-0.0762667590167174650793650795,-0.0667019204115620788690476190,-0.0666126773573698897817460319,-0.0613334903876284056547619049,-0.0700605072699139792658730158,210.5,475.5,179.5,300.5,257.5,291.5,202.5
17,4,3,3,0.0500000000000001,-0.0282993371560376453373015872,0.0167051712237056904761904763,-0.0283072462642480472222222223,-0.0644540750014682050595238095,-0.0092278831619139231150793651,-0.0351607899478033375000000000,-0.0146188880052490343253968254,435.5,656.5,450.5,310.5,546.5,401.5,523.5
18,1,1,1,0,-0.0854348536467436838293650793,-0.1548137440884013282738095237,-0.1294131835213399566468253969,-0.0604282040562309410714285714,-0.0815193527510856033730158730,-0.1367463090238549229166666667,-0.1305619125035543016865079364,135,12,54,335,157,40,58
18,1,1,2,0,-0.0481228235715557374007936508,-0.1175017140132133818452380952,-0.0921011534461520102182539684,-0.0756894627969374038690476190,-0.0780093471329834750992063493,-0.0783381204585871002976190478,-0.0652827577206539504960317459,368.5,56.5,126.5,234.5,167.5,198.5,266.5
18,1,1,3,0.1,0.0780572098453198054563492064,0.0086783194036621610119047620,0.0340788799707235326388888888,0.0047789032775625949404761905,0.0281899363084633284722222222,0.0837456659068362732142857143,0.0645059066486025021825396826,824,622,721,612,670,838,783
18,1,2,1,0.1,-0.1259856353629389588293650793,-0.1403259807813241336309523809,-0.1451530851106306631944444444,-0.1009789857724262160714285714,-0.1220701344672808783730158730,-0.1408574107013680559523809523,-0.1468510176924134817460317461,52.5,39.5,38.5,130.5,54.5,35.5,29.5
18,1,2,2,0.15,0.0256867002379681018849206350,0.0113463548195829270833333334,0.0065192504902763975198412699,-0.0018799389874135645833333332,-0.0041998233234596358134920635,0.0022619101238213238095238095,-0.0019226896437155734126984127,672.5,632.5,606.5,588.5,567.5,592.5,585.5
18,1,2,3,0.0500000000000001,0.0052501923014602268849206350,-0.0090901531169249479166666666,-0.0139172574462314774801587301,-0.0680281142662969836309523809,-0.0446170812353962500992063492,-0.0322915384485900321428571428,-0.0221133316900077091269841270,600,528,521,281,371,414,462
18,1,3,1,0.25,-0.0209180907705711945436507936,-0.0130371511131545095238095237,-0.0336106073509093515873015874,0.0040885588199415482142857143,-0.0170025898749131140873015873,-0.0305731562576569925595238096,-0.0307639457869121879960317459,506.5,512.5,427.5,609.5,506.5,435.5,432.5
18,1,3,2,0.15,-0.0007765166277255195436507936,0.0071044230296911654761904763,-0.0134690332080636765873015874,-0.0283431558531071860119047618,-0.0306630401891532572420634921,-0.0229747258291735127976190477,-0.0318454887995697653769841269,564.5,611.5,527.5,464.5,450.5,475.5,430.5
18,1,3,3,0.15,0.0905572098453197625992063492,0.0984381495027364476190476191,0.0778646932649816055555555554,0.0172789032775625520833333333,0.0406899363084632856150793650,0.0465721883312274196428571428,0.0556337408308788676587301588,852.5,863.5,821.5,660.5,726.5,752.5,774.5
18,2,1,1,0.1,-0.0076775553048957409722222222,-0.0476708869455441997023809523,0.0034782805657602731150793650,0.046714653086626187500000000,-0.0131850741010359069444444444,-0.0296034518809977943452380953,0.0118836178460192149801587302,539,382,590,742,522,442,621
18,2,1,2,0.0500000000000001,-0.0242189086883543016865079365,-0.0642122403290027604166666666,-0.0130630728176982875992063493,-0.0223999891127267824404761904,-0.0171113880502240465277777779,-0.0250486467743764788690476192,-0.0192542912624365731150793649,465.5,265.5,532.5,496.5,501.5,459.5,481.5
18,2,1,3,0,-0.0508498242124587766865079365,-0.0908431558531072354166666666,-0.0396939883418027625992063493,-0.0947425719792068014880952381,-0.0401314458540474429563492063,-0.0157758093499331232142857143,-0.0630572345888900382936507937,340,185,409,181,409,522,297
18,2,2,1,0.1,-0.0709887131013476695436507936,-0.0559434997187236586309523809,-0.0705227032341924798611111111,-0.0165965047098257410714285714,-0.0764962318974878355158730158,-0.0564749296387675809523809523,-0.0689047812124345722222222223,252,317,220,538,176,308,224
18,2,2,2,0.2,0.0793316343358728554563492064,0.0943768477184968663690476191,0.0797976442030280451388888889,0.0811505539115003747023809525,0.0864391549740031106150793650,0.0852924030227352630952380952,0.0796064829449070968253968255,834.5,850.5,828.5,816.5,844.5,843.5,821.5
18,2,2,3,0,-0.0741353664995490409722222222,-0.0590901531169250300595238095,-0.0736693566323938512896825397,-0.1180281142662970657738095238,-0.0634169881411377072420634920,-0.0822915384485901142857142857,-0.0641757667970949567460317461,236.5,294.5,190.5,73.5,272.5,173.5,282.5
18,2,3,1,0.15,-0.0372465758955881302579365079,0.0000199225628377404761904763,-0.0365500414329979111111111112,0.0171456324959337982142857143,-0.0427540946917282962301587301,-0.0175160825816647425595238096,-0.0465733007350147606150793650,397,587,419,657,387,501,367
18,2,3,2,0.0526315789473685,-0.0985192428571095302579365079,-0.0612527443986836595238095237,-0.0978227083945193111111111112,-0.0967003232814820110119047618,-0.0914117222189792750992063493,-0.0913318932575483377976190477,-0.0914403286916600772817460316,102.5,282.5,97.5,160.5,133.5,145.5,124.5
18,2,3,3,0.1,0.0052495234213316375992063492,0.0425160218797575083333333334,0.0059460578839218567460317459,-0.0386432243454163872023809524,0.0159679017797429713293650794,-0.0093499392917515196428571429,0.0198157142957102378968253968,593,721,599,432,641,547,664
18,3,1,1,0,-0.0826374393559820548611111111,-0.1174077290508073568452380952,-0.0787923299201495010912698414,-0.0230221890186369696428571429,-0.0878602048745928918650793651,-0.0993402939862609514880952382,-0.0654212831592171834325396825,157,64,166,488,143,129,259
18,3,1,2,0.0500000000000001,-0.0004005972507188048611111111,-0.0351708869455441068452380952,0.0034445121851137489087301586,0.0066413642707318711309523810,0.0127322331214415042658730157,0.0039927066090821747023809522,-0.0022997487241736965277777776,571.5,453.5,582.5,620.5,629.5,601.5,575.5
18,3,1,3,0,-0.0621069464570681084325396825,-0.0968772361518934104166666666,-0.0582618370212355546626984128,-0.1007766522779929764880952381,-0.0420295052727466874007936508,-0.0218098896487192982142857143,-0.0494364451425071950396825397,294,155,295,139,396,485,354
18,3,2,1,0.1,-0.0724452923217297620039682539,-0.0521770369932825943452380952,-0.0603067869456497624007936508,-0.0128300419843846767857142857,-0.0776680578403405990079365079,-0.0527084669133265166666666666,-0.0651929041614192408730158731,242,343,287,552,172,322,271
18,3,2,2,0,-0.1345171386041023727182539682,-0.1142488832756552050595238095,-0.1223786332280223731150793651,-0.1274751770826516967261904761,-0.1213843082319420635912698414,-0.1233333279714168083333333334,-0.1224221964605782968253968253,45,69,64,47,56,54,68
18,3,2,3,0.0500000000000001,-0.0281783750284965798611111111,-0.0079101197000494122023809524,-0.0160398696524165802579365080,-0.0668480808494214479166666667,-0.0081009338441751588293650794,-0.0311115050317144964285714286,-0.0195381992944602837301587302,443,544,498,296,554,431,474
18,3,3,1,0.1,-0.0960152466192382405753968253,-0.0535257062149892130952380951,-0.0840113553932799007936507937,-0.0363999962818931553571428571,-0.1012380121378490775793650793,-0.0710617113594916961309523810,-0.0924962849384427399801587301,106,335,136,438,102,243,122
18,3,3,2,0.1,-0.0635271636667589905753968253,-0.0210376232625099630952380951,-0.0515232724408006507936507937,-0.0564852021453083145833333332,-0.0503943332945986814484126985,-0.0511167721213746413690476191,-0.0457354482989572816468253967,284.5,484.5,318.5,347.5,341.5,330.5,372.5
18,3,3,3,0,-0.0918584084453721834325396825,-0.0493688680411231559523809523,-0.0798545172194138436507936509,-0.1305281142662970514880952381,-0.0717809672610507624007936508,-0.1012348292126321839285714286,-0.0851815794560984998015873016,121,367,145,39,204,117,142
18,4,1,1,0.105263157894737,0.0018672250828930403769841271,-0.0303880966364379532738095237,0.0308446096510007453373015872,0.0639974433957324339285714286,0.0086820085019859628968253968,-0.0123206615718915479166666667,0.0102169545920238308531746033,577,479,706,778,604,544,618
18,4,1,2,0.1,0.0195050696944217368055555556,-0.0127502520249092568452380952,0.0484824542625294417658730157,0.0290619991913667211309523810,0.0291512422455589102182539681,0.0264133415297170247023809522,0.0335995378910571129960317462,644.5,515.5,755.5,691.5,685.5,675.5,698.5
18,4,1,3,0,-0.0791060414166893739087301586,-0.1113613631360203675595238094,-0.0501286568485816689484126985,-0.1152607792621199336309523809,-0.0600345874225656516865079365,-0.0362940166328462553571428571,-0.0660178291581017224206349206,180.5,102.5,346.5,95.5,297.5,391.5,248.5
18,4,2,1,0.1,-0.0756390405812674953373015872,-0.0528558172773260193452380952,-0.0690761060768109802579365080,-0.0135088222684281017857142857,-0.0688242571621745728174603175,-0.0533872471973699416666666666,-0.0641099783010165908730158730,217,339,230,548,244,319,288
18,4,2,2,0.1,-0.0210546629705741096230158729,0.0017285603333673663690476191,-0.0144917284661175945436507937,-0.0114977334736291252976190475,-0.0114084904194369362103174604,-0.0073558843623942369047619048,-0.0058150638414487515873015872,500.5,594.5,512.5,558.5,529.5,552.5,557.5
18,4,2,3,0.1,0.0358245141388661689484126985,0.0586077374428076449404761905,0.0423874486433226840277777777,-0.0003302237065643907738095238,0.0548959681329898911706349206,0.0354063521111425607142857143,0.0445882626938437246031746032,715,787,747,604,758,731,748
18,4,3,1,0.25,0.0493692522095330439484126985,0.094373760589276379761904762,0.0493613431013226420634920634,0.111499470522372437500000000,0.0561840356286259664682539682,0.0768377554447738967261904761,0.0650228703845051671626984128,749,847,759,882,765,823,789
18,4,3,2,0.0500000000000001,-0.0788904288558754631944444444,-0.0338859204761321273809523809,-0.0788983379640858650793650795,-0.0693334993589304788690476190,-0.0692442563047382897817460319,-0.0639650693349968056547619049,-0.0726920862172823792658730158,190.5,462.5,157.5,265.5,238.5,284.5,172.5
18,4,3,3,0.0526315789473685,-0.0256677582086692453373015872,0.0193367501710740904761904763,-0.0256756673168796472222222223,-0.0618224960540998050595238095,-0.0065963042145455231150793651,-0.0325292110004349375000000000,-0.0119873090578806343253968254,451,662,458,323,560,407,548
19,1,1,1,0.15,0.0645651463532563161706349207,-0.0048137440884013282738095237,0.0205868164786600433531746031,0.0895717959437690589285714286,0.0684806472489143966269841270,0.0132536909761450770833333333,0.0194380874964456983134920636,780.5,564.5,659.5,841.5,792.5,620.5,657.5
19,1,1,2,0.15,0.1018771764284442625992063492,0.0324982859867866181547619048,0.0578988465538479897817460316,0.0743105372030625961309523810,0.0719906528670165249007936507,0.0716618795414128997023809522,0.0847172422793460495039682541,877.5,676.5,784.5,796.5,806.5,804.5,845.5
19,1,1,3,0.1,0.0780572098453198054563492064,0.0086783194036621610119047620,0.0340788799707235326388888888,0.0047789032775625949404761905,0.0281899363084633284722222222,0.0837456659068362732142857143,0.0645059066486025021825396826,824,622,721,612,670,838,783
19,1,2,1,0.666666666666667,0.4406810313037280411706349207,0.4263406858853428663690476191,0.4215135815560363368055555556,0.4656876808942407839285714286,0.4445965321993861216269841270,0.4258092559652989440476190477,0.4198156489742535182539682539,1007,1007,1007,1007,1007,1007,1007
19,1,2,2,0.45,0.3256867002379681018849206350,0.3113463548195829270833333334,0.3065192504902763975198412699,0.2981200610125864354166666668,0.2958001766765403641865079365,0.3022619101238213238095238095,0.2980773103562844265873015873,998,993,995,993,993,993,993
19,1,2,3,0.0500000000000001,0.0052501923014602268849206350,-0.0090901531169249479166666666,-0.0139172574462314774801587301,-0.0680281142662969836309523809,-0.0446170812353962500992063492,-0.0322915384485900321428571428,-0.0221133316900077091269841270,600,528,521,281,371,414,462
19,1,3,1,0.4,0.1290819092294288054563492064,0.1369628488868454904761904763,0.1163893926490906484126984126,0.1540885588199415482142857143,0.1329974101250868859126984127,0.1194268437423430074404761904,0.1192360542130878120039682541,918.5,907.5,893.5,926.5,916.5,891.5,897.5
19,1,3,2,0.3,0.1492234833722744804563492064,0.1571044230296911654761904763,0.1365309667919363234126984126,0.1216568441468928139880952382,0.1193369598108467427579365079,0.1270252741708264872023809523,0.1181545112004302346230158731,933,932,919,888,900,908,895
19,1,3,3,0.428571428571429,0.3691286384167487625992063492,0.3770095780741654476190476191,0.3564361218364106055555555554,0.2958503318489915520833333333,0.3192613648798922856150793650,0.3251436169026564196428571428,0.3342051694023078676587301588,1004,1002,1002,990,998,999,1001
19,2,1,1,0.35,0.2423224446951042590277777778,0.2023291130544558002976190477,0.2534782805657602731150793650,0.296714653086626187500000000,0.2368149258989640930555555556,0.2203965481190022056547619047,0.2618836178460192149801587302,989.5,965.5,990.5,991.5,987.5,978.5,990.5
19,2,1,2,0.15,0.0757810913116455983134920635,0.0357877596709971395833333334,0.0869369271823016124007936507,0.0776000108872731175595238096,0.0828886119497758534722222221,0.0749513532256234211309523808,0.0807457087375633268849206351,815.5,688.5,848.5,806.5,834.5,814.5,828.5
19,2,1,3,0.0500000000000001,-0.0008498242124586766865079365,-0.0408431558531071354166666666,0.0103060116581973374007936507,-0.0447425719792067014880952381,0.0098685541459526570436507937,0.0342241906500669767857142857,-0.0130572345888899382936507937,558,426,625,406,611,718,540
19,2,2,1,0.4,0.2290112868986523304563492064,0.2440565002812763413690476191,0.2294772967658075201388888889,0.2834034952901742589285714286,0.2235037681025121644841269842,0.2435250703612324190476190477,0.2310952187875654277777777777,986,980,983,985,981,986,983
19,2,2,2,0.3,0.1793316343358728554563492064,0.1943768477184968663690476191,0.1797976442030280451388888889,0.1811505539115003747023809525,0.1864391549740031106150793650,0.1852924030227352630952380952,0.1796064829449070968253968255,958,957,958,942,962,963,957
19,2,2,3,0.2,0.1258646335004509590277777778,0.1409098468830749699404761905,0.1263306433676061487103174603,0.0819718857337029342261904762,0.1365830118588622927579365080,0.1177084615514098857142857143,0.1358242332029050432539682539,908,912,901,821,921,890,923
19,2,3,1,0.55,0.3627534241044118697420634921,0.4000199225628377404761904763,0.3634499585670020888888888888,0.4171456324959337982142857143,0.3572459053082717037698412699,0.3824839174183352574404761904,0.3534266992649852393849206350,1001,1004,1003,1005,1002,1003,1002
19,2,3,2,0.35,0.1988491781955219697420634921,0.2361156766539478404761904763,0.1995457126581121888888888888,0.2006680977711494889880952382,0.2059566988336522249007936507,0.2060365277950831622023809523,0.2059280923609714227182539684,964,977,970,956,972,970,971
19,2,3,3,0.222222222222222,0.1274717456435536375992063492,0.1647382441019795083333333334,0.1281682801061438567460317459,0.0835789978768056127976190476,0.1381901240019649713293650794,0.1128722829304704803571428571,0.1420379365179322378968253968,911,943,907,824,923,879,931
19,3,1,1,0.25,0.1673625606440179451388888889,0.1325922709491926431547619048,0.1712076700798504989087301586,0.2269778109813630303571428571,0.1621397951254071081349206349,0.1506597060137390485119047618,0.1845787168407828165674603175,948.5,900.5,950.5,969.5,943.5,937.5,963.5
19,3,1,2,0.15,0.0995994027492810951388888889,0.0648291130544557931547619048,0.1034445121851136489087301586,0.1066413642707317711309523810,0.1127322331214414042658730157,0.1039927066090820747023809522,0.0977002512758262034722222224,873,805,879,867,893,873,867
19,3,1,3,0.3,0.2378930535429318915674603175,0.2031227638481065895833333334,0.2417381629787644453373015872,0.1992233477220070235119047619,0.2579704947272533125992063492,0.2781901103512807017857142857,0.2505635548574928049603174603,988,967,988,952,991,992,988
19,3,2,1,0.473684210526316,0.3012389182045862379960317461,0.3215071735330334056547619048,0.3133774235806662375992063492,0.3608541685419313232142857143,0.2960161526859754009920634921,0.3209757436129894833333333334,0.3084913063648967591269841269,995,996,997,999,994,997,996
19,3,2,2,0.35,0.2154828613958976272817460318,0.2357511167243447949404761905,0.2276213667719776268849206349,0.2225248229173483032738095239,0.2286156917680579364087301586,0.2266666720285831916666666666,0.2275778035394217031746031747,979.5,974.5,981.5,967.5,982.5,980.5,981.5
